Parent_Material_Num,Child_Material_Num
500313000536,400409000514
500313000536,400430000156
500313000535,143203000935
500313000535,143203000990
500313000535,149101000207
500313000535,149105000848
500313000535,400409000514
500313000535,400430000155
500313000534,143203000935
500313000534,143203000990
500313000534,149101000207
500313000534,149105000848
500313000534,400409000514
500313000534,400430000146
500313000533,143203000935
500313000533,143203000990
500313000533,149101000207
500313000533,149105000848
500313000533,400409000514
500313000533,400430000160
500313000532,143203000935
500313000532,143203000990
500313000532,149101000207
500313000532,149105000848
500313000532,400409000514
500313000532,400430000166
500313000531,143203000935
500313000531,143203000990
500313000531,149101000207
500313000531,149105000848
500313000531,400409000514
500313000531,400430000163
500313000530,143203000935
500313000530,143203000990
500313000530,149101000207
500313000530,149105000848
500313000530,400409000514
500313000530,400430000153
500313000529,143203000935
500313000529,143203000990
500313000529,149101000207
500313000529,149105000848
500313000529,400409000514
500313000529,400430000151
500313000528,143203000935
500313000528,143203000990
500313000528,149101000207
500313000528,149105000848
500313000528,400409000514
500313000528,400430000154
500313000527,143203000935
500313000527,143203000990
500313000527,149101000207
500313000527,149105000848
500313000527,400409000514
500313000527,400430000162
500313000526,143203000935
500313000526,143203000990
500313000526,149101000207
500313000526,149105000848
500313000526,400409000514
500313000526,400430000158
500313000525,143203000935
500313000525,143203000990
500313000525,149101000207
500313000525,149105000848
500313000525,400409000514
500313000525,400430000157
500313000524,143203000935
500313000524,143203000990
500313000524,149101000207
500313000524,149105000848
500313000524,400409000514
500313000524,400430000165
500313000523,143203000935
500313000523,143203000990
500313000523,149101000207
500313000523,149105000848
500313000523,400409000514
500313000523,400430000152
500313000522,143203000935
500313000522,143203000990
500313000522,149101000207
500313000522,149105000848
500313000522,400409000514
500313000522,400430000148
500313000477,143203000935
500313000477,143203000990
500313000477,149101000207
500313000477,149105000848
500313000477,400409000514
500313000477,400430000164
500313000475,143203000935
500313000475,143203000990
500313000475,149101000207
500313000475,149105000848
500313000475,400409000514
500313000475,400430000026
500313000474,143203000935
500313000474,143203000990
500313000474,149101000207
500313000474,149105000848
500313000474,400409000514
500313000474,400430000174
500313000473,143203000935
500313000473,143203000990
500313000473,149101000207
500313000473,149105000848
500313000473,400409000490
500313000473,400455000328
500313000472,143203000935
500313000472,143203000990
500313000472,149101000207
500313000472,149105000848
500313000472,400409000490
500313000472,400455000327
500313000471,143203000935
500313000471,143203000990
500313000471,149101000207
500313000471,149105000848
500313000471,400409000490
500313000471,400455000326
500313000470,143203000935
500313000470,143203000990
500313000470,149101000207
500313000470,149105000848
500313000470,400409000490
500313000470,400455000325
500313000469,143203000935
500313000469,143203000990
500313000469,149101000207
500313000469,149105000848
500313000469,400409000490
500313000469,400455000324
500313000468,143203000935
500313000468,143203000990
500313000468,149101000207
500313000468,149105000848
500313000468,400409000490
500313000468,400455000323
500313000467,143203000935
500313000467,143203000990
500313000467,149101000207
500313000467,149105000848
500313000467,400409000490
500313000467,400455000322
500313000466,143203000935
500313000466,143203000990
500313000466,149101000207
500313000466,149105000848
500313000466,400409000490
500313000466,400455000321
500313000465,143203000935
500313000465,143203000990
500313000465,149101000207
500313000465,149105000848
500313000465,400409000490
500313000465,400455000320
500313000464,143203000935
500313000464,143203000990
500313000464,149101000207
500313000464,149105000848
500313000464,400409000490
500313000464,400455000319
500313000463,143203000935
500313000463,143203000990
500313000463,149101000207
500313000463,149105000848
500313000463,400409000490
500313000463,400455000318
500313000462,143203000935
500313000462,143203000990
500313000462,149101000207
500313000462,149105000848
500313000462,400409000490
500313000462,400455000317
500313000461,143203000935
500313000461,143203000990
500313000461,149101000207
500313000461,149105000848
500313000461,400409000490
500313000461,400455000315
500313000460,143203000935
500313000460,143203000990
